Item Purchased,Category,Season,Review Rating,Previous Purchases,Frequency Ranking,cluster
Blouse,Clothing,Winter,0.2400000000000002,14,0.8000000000000002,1
Sweater,Clothing,Winter,0.2400000000000002,2,0.8000000000000002,1
Shorts,Clothing,Winter,0.28000000000000025,19,1.0,0
Shorts,Clothing,Winter,0.9600000000000002,10,0.8000000000000002,1
Coat,Outerwear,Winter,0.8,37,0.8000000000000002,2
Coat,Outerwear,Winter,0.8800000000000001,34,1.0,0
Skirt,Clothing,Winter,0.11999999999999988,8,0.6,1
Dress,Clothing,Winter,0.8800000000000001,36,0.4,2
Pants,Clothing,Winter,0.11999999999999988,50,0.0,2
Pants,Clothing,Winter,0.6399999999999999,22,0.4,0
Pants,Clothing,Winter,0.7600000000000002,40,1.0,2
Jewelry,Accessories,Winter,0.8800000000000001,16,0.6,1
Dress,Clothing,Winter,0.8800000000000001,45,0.6,2
T-shirt,Clothing,Winter,0.8399999999999999,44,0.8000000000000002,2
Dress,Clothing,Winter,0.4800000000000002,44,0.0,2
Handbag,Accessories,Winter,0.8399999999999999,31,0.4,0
Jewelry,Accessories,Winter,0.8,36,1.0,2
Skirt,Clothing,Winter,0.8800000000000001,7,0.4,1
Skirt,Clothing,Winter,0.56,35,1.0,2
Jacket,Outerwear,Winter,0.20000000000000018,49,0.20000000000000007,2
Scarf,Accessories,Winter,0.8800000000000001,21,0.0,0
Sunglasses,Accessories,Winter,0.08000000000000007,43,1.0,2
Blouse,Clothing,Winter,0.8800000000000001,3,0.0,1
Coat,Outerwear,Winter,0.7600000000000002,49,0.6,2
Dress,Clothing,Winter,0.15999999999999992,21,0.0,0
Jacket,Outerwear,Winter,0.040000000000000036,43,0.0,2
Sunglasses,Accessories,Winter,0.8,2,0.8000000000000002,1
Scarf,Accessories,Winter,0.8399999999999999,18,0.0,0
Jacket,Outerwear,Winter,0.7600000000000002,13,0.0,1
Shoes,Footwear,Winter,0.9199999999999999,37,0.20000000000000007,2
Socks,Clothing,Winter,0.9199999999999999,35,0.4,2
Boots,Footwear,Winter,0.6000000000000001,22,0.8000000000000002,0
Sneakers,Footwear,Winter,0.2400000000000002,46,0.8000000000000002,2
Hat,Accessories,Winter,0.2400000000000002,20,0.4,0
Shorts,Clothing,Winter,0.6800000000000002,11,0.8000000000000002,1
Shorts,Clothing,Winter,0.44000000000000017,45,0.0,2
Sweater,Clothing,Winter,0.9199999999999999,26,1.0,0
Sweater,Clothing,Winter,0.0,25,0.20000000000000007,0
Blouse,Clothing,Winter,0.32000000000000006,4,0.4,1
Skirt,Clothing,Winter,0.7600000000000002,42,1.0,2
Hoodie,Clothing,Winter,0.28000000000000025,22,0.20000000000000007,0
Handbag,Accessories,Winter,0.11999999999999988,7,0.6,1
Shoes,Footwear,Winter,0.40000000000000013,37,0.20000000000000007,2
Jewelry,Accessories,Winter,0.9199999999999999,39,0.8000000000000002,2
Shirt,Clothing,Winter,0.20000000000000018,25,1.0,0
Sandals,Footwear,Winter,0.28000000000000025,44,0.0,2
Sunglasses,Accessories,Winter,0.40000000000000013,24,0.20000000000000007,0
Jeans,Clothing,Winter,0.6800000000000002,25,0.8000000000000002,0
Jewelry,Accessories,Winter,0.6800000000000002,32,0.8000000000000002,0
Sunglasses,Accessories,Winter,0.4800000000000002,31,0.4,0
Coat,Outerwear,Winter,0.3600000000000001,39,0.8000000000000002,2
Sweater,Clothing,Winter,0.40000000000000013,29,0.8000000000000002,0
Hoodie,Clothing,Winter,0.6399999999999999,43,0.8000000000000002,2
Jewelry,Accessories,Winter,0.11999999999999988,4,0.6,1
Belt,Accessories,Winter,0.9199999999999999,33,1.0,0
Handbag,Accessories,Winter,0.0,34,0.20000000000000007,0
Boots,Footwear,Winter,0.9600000000000002,15,0.8000000000000002,1
Sunglasses,Accessories,Winter,0.40000000000000013,4,0.8000000000000002,1
Hat,Accessories,Winter,0.28000000000000025,11,0.0,1
Jeans,Clothing,Winter,0.9600000000000002,21,0.20000000000000007,0
Blouse,Clothing,Winter,0.32000000000000006,9,0.8000000000000002,1
Backpack,Accessories,Winter,0.6000000000000001,13,1.0,1
Shirt,Clothing,Winter,0.20000000000000018,36,0.8000000000000002,2
T-shirt,Clothing,Winter,0.4800000000000002,34,0.8000000000000002,0
T-shirt,Clothing,Winter,0.4800000000000002,50,1.0,2
Sunglasses,Accessories,Winter,0.08000000000000007,24,0.4,0
T-shirt,Clothing,Winter,0.6000000000000001,11,0.0,1
Dress,Clothing,Winter,0.3600000000000001,45,0.8000000000000002,2
Gloves,Accessories,Winter,0.28000000000000025,3,0.0,1
Pants,Clothing,Winter,0.8399999999999999,50,0.8000000000000002,2
Jeans,Clothing,Winter,0.6399999999999999,19,0.6,0
Backpack,Accessories,Winter,0.0,10,0.20000000000000007,1
Belt,Accessories,Winter,0.20000000000000018,47,0.6,2
Hoodie,Clothing,Winter,0.40000000000000013,29,0.8000000000000002,0
Pants,Clothing,Winter,0.72,38,0.20000000000000007,2
Sweater,Clothing,Winter,0.4800000000000002,43,0.8000000000000002,2
Shirt,Clothing,Winter,0.11999999999999988,5,0.6,1
Sweater,Clothing,Winter,0.8,15,0.8000000000000002,1
Sweater,Clothing,Winter,0.72,16,0.20000000000000007,1
Hoodie,Clothing,Winter,0.40000000000000013,16,1.0,1
Skirt,Clothing,Winter,0.6000000000000001,46,0.6,2
Shoes,Footwear,Winter,0.7600000000000002,27,0.20000000000000007,0
Hat,Accessories,Winter,0.4800000000000002,3,0.8000000000000002,1
Skirt,Clothing,Winter,0.56,24,0.8000000000000002,0
Sneakers,Footwear,Winter,0.20000000000000018,30,0.0,0
Shorts,Clothing,Winter,0.2400000000000002,42,0.8000000000000002,2
Scarf,Accessories,Winter,0.3600000000000001,13,1.0,1
Sneakers,Footwear,Winter,0.28000000000000025,47,0.6,2
Dress,Clothing,Winter,0.9600000000000002,23,0.6,0
Jewelry,Accessories,Winter,0.3600000000000001,3,0.0,1
Jeans,Clothing,Winter,0.28000000000000025,47,0.4,2
Gloves,Accessories,Winter,0.28000000000000025,19,0.20000000000000007,0
Sneakers,Footwear,Winter,0.9600000000000002,2,0.20000000000000007,1
Boots,Footwear,Winter,0.8399999999999999,25,0.0,0
Boots,Footwear,Winter,0.9199999999999999,14,0.8000000000000002,1
Sneakers,Footwear,Winter,0.8,12,0.20000000000000007,1
Shorts,Clothing,Winter,0.32000000000000006,32,0.6,0
Backpack,Accessories,Winter,0.040000000000000036,30,1.0,0
Coat,Outerwear,Winter,0.040000000000000036,40,0.6,2
Shorts,Clothing,Winter,0.40000000000000013,14,0.0,1
Shirt,Clothing,Winter,0.40000000000000013,48,0.8000000000000002,2
Sweater,Clothing,Winter,0.72,42,0.8000000000000002,2
Jeans,Clothing,Winter,0.32000000000000006,4,0.4,1
Pants,Clothing,Winter,0.8800000000000001,19,0.4,0
Backpack,Accessories,Winter,0.8,6,0.4,1
Coat,Outerwear,Winter,0.15999999999999992,2,0.8000000000000002,1
Sandals,Footwear,Winter,0.6399999999999999,21,0.8000000000000002,0
Hat,Accessories,Winter,0.3600000000000001,33,0.8000000000000002,0
Coat,Outerwear,Winter,0.44000000000000017,42,0.6,2
Belt,Accessories,Winter,0.72,12,0.8000000000000002,1
Shirt,Clothing,Winter,0.40000000000000013,34,0.8000000000000002,0
Hoodie,Clothing,Winter,0.6800000000000002,32,0.20000000000000007,0
Jewelry,Accessories,Winter,0.11999999999999988,22,1.0,0
Shorts,Clothing,Winter,0.6000000000000001,48,0.6,2
Hat,Accessories,Winter,0.52,27,0.8000000000000002,0
Boots,Footwear,Winter,0.56,20,1.0,0
Sunglasses,Accessories,Winter,0.8800000000000001,45,0.6,2
Jeans,Clothing,Winter,0.8399999999999999,25,1.0,0
Scarf,Accessories,Winter,0.9600000000000002,36,0.4,2
Jeans,Clothing,Winter,0.56,3,0.4,1
Jewelry,Accessories,Winter,0.28000000000000025,48,0.20000000000000007,2
Handbag,Accessories,Winter,0.32000000000000006,43,0.6,2
Belt,Accessories,Winter,0.0,11,0.20000000000000007,1
Jacket,Outerwear,Winter,0.7600000000000002,22,0.4,0
Sneakers,Footwear,Winter,0.6800000000000002,47,0.6,2
Boots,Footwear,Winter,0.8,42,1.0,2
Sneakers,Footwear,Winter,0.8399999999999999,31,1.0,0
Shoes,Footwear,Winter,0.9199999999999999,24,0.6,0
Shoes,Footwear,Winter,0.56,26,0.20000000000000007,0
Jewelry,Accessories,Winter,0.4800000000000002,31,0.4,0
Gloves,Accessories,Winter,0.32000000000000006,2,0.6,1
Skirt,Clothing,Winter,0.72,47,0.4,2
Shorts,Clothing,Winter,0.40000000000000013,50,0.20000000000000007,2
Pants,Clothing,Winter,0.9600000000000002,19,0.6,0
T-shirt,Clothing,Winter,0.72,47,0.0,2
Sneakers,Footwear,Winter,0.28000000000000025,40,0.20000000000000007,2
Coat,Outerwear,Winter,0.28000000000000025,25,0.8000000000000002,0
Pants,Clothing,Winter,0.6399999999999999,35,0.0,2
Coat,Outerwear,Winter,0.6000000000000001,49,1.0,2
Hoodie,Clothing,Winter,0.3600000000000001,45,0.8000000000000002,2
Jacket,Outerwear,Winter,0.11999999999999988,26,1.0,0
Backpack,Accessories,Winter,0.8399999999999999,41,0.0,2
Sunglasses,Accessories,Winter,0.28000000000000025,15,0.4,1
Coat,Outerwear,Winter,1.0,21,0.8000000000000002,0
Hoodie,Clothing,Winter,0.3600000000000001,30,1.0,0
Blouse,Clothing,Winter,0.20000000000000018,24,0.8000000000000002,0
Hat,Accessories,Winter,1.0,5,0.0,1
Sandals,Footwear,Winter,0.4800000000000002,48,0.20000000000000007,2
Sweater,Clothing,Winter,0.08000000000000007,12,0.0,1
Hoodie,Clothing,Winter,0.9600000000000002,9,0.20000000000000007,1
Coat,Outerwear,Winter,0.7600000000000002,9,0.0,1
Hoodie,Clothing,Winter,0.0,6,0.6,1
Dress,Clothing,Winter,0.28000000000000025,30,0.0,0
Handbag,Accessories,Winter,0.3600000000000001,26,0.0,0
Hat,Accessories,Winter,0.6800000000000002,17,1.0,1
Scarf,Accessories,Winter,0.8800000000000001,19,0.6,0
Jewelry,Accessories,Winter,0.6000000000000001,21,0.8000000000000002,0
Sandals,Footwear,Winter,0.6399999999999999,24,0.6,0
Backpack,Accessories,Winter,0.56,19,0.8000000000000002,0
Sweater,Clothing,Winter,0.3600000000000001,46,0.8000000000000002,2
Blouse,Clothing,Winter,0.56,23,0.0,0
Sweater,Clothing,Winter,0.28000000000000025,10,0.0,1
Hoodie,Clothing,Winter,0.6399999999999999,35,1.0,2
Sunglasses,Accessories,Winter,0.2400000000000002,27,1.0,0
Scarf,Accessories,Winter,0.44000000000000017,45,0.8000000000000002,2
Jacket,Outerwear,Winter,0.72,6,0.4,1
Pants,Clothing,Winter,0.7600000000000002,41,0.8000000000000002,2
Hoodie,Clothing,Winter,0.2400000000000002,30,0.4,0
Sunglasses,Accessories,Winter,0.040000000000000036,32,0.4,0
Jacket,Outerwear,Winter,0.8800000000000001,45,1.0,2
Socks,Clothing,Winter,0.32000000000000006,29,0.4,0
Jewelry,Accessories,Winter,0.8800000000000001,36,0.20000000000000007,2
Pants,Clothing,Winter,0.15999999999999992,38,0.8000000000000002,2
Shirt,Clothing,Winter,0.52,24,0.0,0
Sandals,Footwear,Winter,0.08000000000000007,3,0.6,1
Blouse,Clothing,Winter,0.40000000000000013,32,0.8000000000000002,0
Gloves,Accessories,Winter,0.32000000000000006,46,0.4,2
Boots,Footwear,Winter,0.52,40,1.0,2
Pants,Clothing,Winter,0.6399999999999999,5,0.6,1
Shirt,Clothing,Winter,0.3600000000000001,1,1.0,1
Hat,Accessories,Winter,0.2400000000000002,33,0.8000000000000002,0
Sweater,Clothing,Winter,0.9199999999999999,37,0.0,2
Jeans,Clothing,Winter,0.4800000000000002,12,0.0,1
Shirt,Clothing,Winter,0.2400000000000002,39,0.0,2
Sunglasses,Accessories,Winter,0.40000000000000013,27,0.4,0
Sandals,Footwear,Winter,0.0,47,0.20000000000000007,2
Scarf,Accessories,Winter,0.4800000000000002,11,0.4,1
Dress,Clothing,Winter,0.040000000000000036,25,0.8000000000000002,0
Gloves,Accessories,Winter,0.44000000000000017,13,0.6,1
Hat,Accessories,Winter,0.040000000000000036,14,0.8000000000000002,1
Handbag,Accessories,Winter,0.20000000000000018,8,0.6,1
Scarf,Accessories,Winter,0.20000000000000018,12,0.8000000000000002,1
T-shirt,Clothing,Winter,0.8,38,0.8000000000000002,2
Jeans,Clothing,Winter,0.28000000000000025,41,0.0,2
Hat,Accessories,Winter,0.9199999999999999,16,0.0,1
Backpack,Accessories,Winter,0.6800000000000002,10,0.8000000000000002,1
Pants,Clothing,Winter,0.40000000000000013,2,1.0,1
Shorts,Clothing,Winter,0.11999999999999988,30,0.0,0
T-shirt,Clothing,Winter,0.32000000000000006,15,1.0,1
Sneakers,Footwear,Winter,0.08000000000000007,36,0.4,2
Shirt,Clothing,Winter,0.52,8,0.6,1
Shirt,Clothing,Winter,0.9600000000000002,34,0.6,0
Sunglasses,Accessories,Winter,0.9199999999999999,28,0.4,0
Shirt,Clothing,Winter,0.3600000000000001,23,0.20000000000000007,0
Sunglasses,Accessories,Winter,0.0,11,0.4,1
Dress,Clothing,Winter,0.44000000000000017,36,1.0,2
Gloves,Accessories,Winter,0.56,22,0.8000000000000002,0
Sandals,Footwear,Winter,0.7600000000000002,44,0.8000000000000002,2
Belt,Accessories,Winter,0.4800000000000002,30,0.6,0
Shoes,Footwear,Winter,0.040000000000000036,13,0.6,1
Hat,Accessories,Winter,0.6000000000000001,35,0.6,2
Hoodie,Clothing,Winter,0.6000000000000001,7,0.6,1
Coat,Outerwear,Winter,0.9600000000000002,13,0.8000000000000002,1
Jeans,Clothing,Winter,0.56,5,0.20000000000000007,1
Blouse,Clothing,Winter,0.9199999999999999,23,0.20000000000000007,0
Handbag,Accessories,Winter,0.9600000000000002,45,0.0,2
Skirt,Clothing,Winter,0.6399999999999999,34,1.0,0
Handbag,Accessories,Winter,0.32000000000000006,33,0.8000000000000002,0
Jacket,Outerwear,Winter,0.32000000000000006,3,0.4,1
Sweater,Clothing,Winter,0.7600000000000002,34,0.8000000000000002,0
Sunglasses,Accessories,Winter,0.44000000000000017,9,0.0,1
Pants,Clothing,Winter,0.11999999999999988,2,0.4,1
Hoodie,Clothing,Winter,0.3600000000000001,32,0.6,0
Dress,Clothing,Winter,0.15999999999999992,33,0.8000000000000002,0
Shirt,Clothing,Winter,0.040000000000000036,17,0.8000000000000002,1
Socks,Clothing,Winter,0.2400000000000002,37,0.4,2
Jeans,Clothing,Winter,0.9600000000000002,8,0.6,1
Dress,Clothing,Winter,0.3600000000000001,31,0.0,0
Coat,Outerwear,Winter,0.6399999999999999,24,0.8000000000000002,0
Skirt,Clothing,Winter,0.28000000000000025,45,0.8000000000000002,2
T-shirt,Clothing,Winter,0.9199999999999999,24,0.6,0
Handbag,Accessories,Winter,0.8,38,0.0,2
Dress,Clothing,Winter,0.28000000000000025,38,0.8000000000000002,2
Hat,Accessories,Winter,0.52,13,0.8000000000000002,1
Blouse,Clothing,Winter,0.56,6,0.0,1
Backpack,Accessories,Winter,0.6399999999999999,30,0.4,0
Sneakers,Footwear,Winter,0.7600000000000002,31,0.8000000000000002,0
Jeans,Clothing,Winter,0.7600000000000002,4,0.6,1
Sneakers,Footwear,Winter,0.20000000000000018,33,1.0,0
Hat,Accessories,Winter,0.40000000000000013,40,0.8000000000000002,2
Pants,Clothing,Winter,0.9600000000000002,47,0.8000000000000002,2
Jacket,Outerwear,Winter,0.8399999999999999,50,1.0,2
Sandals,Footwear,Winter,0.7600000000000002,25,1.0,0
Socks,Clothing,Winter,0.56,1,0.8000000000000002,1
Backpack,Accessories,Winter,0.56,5,0.8000000000000002,1
Shirt,Clothing,Winter,0.11999999999999988,33,0.8000000000000002,0
Coat,Outerwear,Winter,0.9600000000000002,39,1.0,2
Handbag,Accessories,Winter,0.9600000000000002,7,0.20000000000000007,1
Sunglasses,Accessories,Winter,0.40000000000000013,29,0.0,0
Shirt,Clothing,Winter,0.9600000000000002,15,0.20000000000000007,1
Handbag,Accessories,Winter,0.20000000000000018,39,0.8000000000000002,2
Coat,Outerwear,Winter,0.32000000000000006,37,0.4,2
Sneakers,Footwear,Winter,0.6800000000000002,12,0.20000000000000007,1
Sneakers,Footwear,Winter,0.52,19,0.6,0
Shorts,Clothing,Winter,0.9600000000000002,48,0.4,2
Sweater,Clothing,Winter,0.15999999999999992,42,0.8000000000000002,2
Jacket,Outerwear,Winter,0.0,25,0.6,0
Coat,Outerwear,Winter,0.6000000000000001,11,0.8000000000000002,1
Jacket,Outerwear,Winter,0.4800000000000002,5,0.4,1
Hat,Accessories,Winter,0.040000000000000036,30,0.4,0
Jewelry,Accessories,Winter,0.20000000000000018,23,0.8000000000000002,0
Sunglasses,Accessories,Winter,0.20000000000000018,27,0.8000000000000002,0
Jeans,Clothing,Winter,0.3600000000000001,7,0.6,1
Pants,Clothing,Winter,0.08000000000000007,2,1.0,1
Sneakers,Footwear,Winter,0.6800000000000002,46,0.0,2
Jewelry,Accessories,Winter,0.9199999999999999,25,0.4,0
Skirt,Clothing,Winter,0.44000000000000017,12,0.8000000000000002,1
Hoodie,Clothing,Winter,0.9600000000000002,2,1.0,1
Backpack,Accessories,Winter,0.6800000000000002,39,0.8000000000000002,2
Sneakers,Footwear,Winter,0.6000000000000001,40,0.6,2
Scarf,Accessories,Winter,0.3600000000000001,47,0.8000000000000002,2
Gloves,Accessories,Winter,0.8800000000000001,35,0.6,2
Hoodie,Clothing,Winter,0.8800000000000001,46,0.8000000000000002,2
Shoes,Footwear,Winter,0.6399999999999999,29,1.0,0
Skirt,Clothing,Winter,0.44000000000000017,32,0.4,0
Shirt,Clothing,Winter,0.11999999999999988,16,0.0,1
Jeans,Clothing,Winter,0.040000000000000036,6,0.0,1
Gloves,Accessories,Winter,0.8800000000000001,23,0.8000000000000002,0
Boots,Footwear,Winter,0.7600000000000002,43,0.4,2
Hat,Accessories,Winter,0.72,17,0.20000000000000007,1
Jewelry,Accessories,Winter,0.08000000000000007,50,0.8000000000000002,2
Sandals,Footwear,Winter,0.6800000000000002,13,1.0,1
Dress,Clothing,Winter,0.6800000000000002,47,0.4,2
T-shirt,Clothing,Winter,0.15999999999999992,21,0.0,0
Dress,Clothing,Winter,0.4800000000000002,22,0.8000000000000002,0
Jewelry,Accessories,Winter,0.0,42,0.8000000000000002,2
Backpack,Accessories,Winter,0.72,19,0.8000000000000002,0
Dress,Clothing,Winter,0.8399999999999999,39,0.4,2
Shirt,Clothing,Winter,0.72,31,1.0,0
T-shirt,Clothing,Winter,0.6399999999999999,50,0.4,2
Hoodie,Clothing,Winter,0.2400000000000002,6,0.8000000000000002,1
Scarf,Accessories,Winter,0.6000000000000001,33,0.6,0
Belt,Accessories,Winter,0.28000000000000025,13,0.8000000000000002,1
Coat,Outerwear,Winter,0.7600000000000002,7,1.0,1
Sneakers,Footwear,Winter,0.4800000000000002,23,0.20000000000000007,0
Boots,Footwear,Winter,0.15999999999999992,8,0.20000000000000007,1
Pants,Clothing,Winter,0.52,16,0.6,1
Blouse,Clothing,Winter,0.040000000000000036,15,0.0,1
Sweater,Clothing,Winter,0.0,35,0.8000000000000002,2
Gloves,Accessories,Winter,0.9600000000000002,36,0.4,2
Socks,Clothing,Winter,0.8,3,0.4,1
Pants,Clothing,Winter,0.56,21,1.0,0
Jacket,Outerwear,Winter,0.56,1,0.20000000000000007,1
Jewelry,Accessories,Winter,0.44000000000000017,39,0.20000000000000007,2
Pants,Clothing,Winter,0.40000000000000013,40,0.0,2
Pants,Clothing,Winter,0.4800000000000002,3,0.8000000000000002,1
Scarf,Accessories,Winter,0.15999999999999992,48,0.20000000000000007,2
Hoodie,Clothing,Winter,0.2400000000000002,34,1.0,0
Hoodie,Clothing,Winter,0.08000000000000007,27,0.6,0
Hat,Accessories,Winter,0.20000000000000018,8,0.20000000000000007,1
Boots,Footwear,Winter,0.8,48,0.8000000000000002,2
Jeans,Clothing,Winter,0.6399999999999999,24,0.6,0
Sandals,Footwear,Winter,0.9600000000000002,49,0.20000000000000007,2
Coat,Outerwear,Winter,0.44000000000000017,4,0.8000000000000002,1
Boots,Footwear,Winter,0.9199999999999999,44,0.6,2
Hoodie,Clothing,Winter,0.8399999999999999,1,0.8000000000000002,1
Sweater,Clothing,Winter,0.0,1,0.8000000000000002,1
Jacket,Outerwear,Winter,0.15999999999999992,25,0.8000000000000002,0
Sandals,Footwear,Winter,0.7600000000000002,16,0.6,1
Pants,Clothing,Winter,0.7600000000000002,39,0.0,2
Shirt,Clothing,Winter,0.20000000000000018,20,0.6,0
Shirt,Clothing,Winter,0.56,23,0.0,0
Gloves,Accessories,Winter,0.9600000000000002,44,0.8000000000000002,2
